"Indizes / Veränderungen","Nominal / Real","Branche / Warengruppe","Monat","Unbereinigt","Kalenderbereinigt","Saisonbereinigt","Trend"
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2011M01",-0.1,-0.9,-0.8,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2011M02",-2.6,-2.6,0.2,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2011M03",-0.9,-0.7,0.7,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2011M04",2.1,1.4,1.6,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2011M05",1.0,-3.7,-5.2,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2011M06",-2.3,1.5,3.4,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2011M07",-2.8,-0.7,1.6,-0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2011M08",-5.0,-5.5,-5.7,-0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2011M09",-4.3,-4.4,2.1,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2011M10",-3.9,-3.3,0.6,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2011M11",-2.1,-2.7,0.2,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2011M12",-2.3,-2.6,-0.9,0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2012M01",1.6,0.3,2.7,0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2012M02",-0.1,-3.6,-3.3,0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2012M03",1.1,1.0,4.4,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2012M04",-4.4,-1.7,-1.2,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2012M05",2.3,4.3,0.6,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2012M06",4.3,0.5,-1.0,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2012M07",-0.3,0.2,2.4,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2012M08",3.7,3.7,-2.5,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2012M09",-0.6,1.7,-0.1,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2012M10",3.2,0.9,0.0,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2012M11",0.7,0.7,-0.2,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2012M12",-3.5,2.0,0.1,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2013M01",0.5,0.3,1.8,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2013M02",-2.0,1.5,-1.9,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2013M03",-5.5,-2.3,-0.3,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2013M04",3.1,-0.4,0.8,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2013M05",0.0,-0.1,1.1,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2013M06",-1.2,1.0,-0.7,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2013M07",-0.5,-2.6,-0.1,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2013M08",0.6,0.7,0.7,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2013M09",-0.3,0.2,-0.9,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2013M10",0.1,-0.4,-0.5,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2013M11",0.6,0.6,0.5,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2013M12",0.6,0.3,-0.5,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2014M01",-2.6,-2.7,-0.4,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2014M02",-0.3,-0.3,0.6,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2014M03",1.1,0.6,0.0,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2014M04",-0.5,0.0,-0.2,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2014M05",0.8,-0.8,0.8,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2014M06",-0.3,1.7,1.0,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2014M07",-0.2,-0.7,-1.7,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2014M08",-2.1,0.1,1.8,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2014M09",3.1,0.9,-0.6,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2014M10",-0.7,-0.7,-2.0,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2014M11",-2.2,0.0,0.9,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2014M12",3.7,1.5,0.8,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2015M01",0.0,0.1,-0.7,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2015M02",-0.8,-0.8,-0.4,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2015M03",1.4,0.7,0.8,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2015M04",0.9,1.6,0.5,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2015M05",-4.4,-0.7,-0.8,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2015M06",5.9,1.9,2.8,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2015M07",1.4,1.4,-1.6,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2015M08",-1.6,-1.1,-0.2,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2015M09",0.6,0.0,0.0,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2015M10",1.6,1.7,-0.7,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2015M11",-0.4,0.0,-0.9,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2015M12",1.1,0.5,1.3,-0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2016M01",-3.5,-1.4,-1.8,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2016M02",2.6,-0.4,0.6,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2016M03",-2.3,-1.7,-1.2,-0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2016M04",0.9,-2.4,-0.4,-0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2016M05",-0.9,-1.3,1.1,-0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2016M06",-4.4,-4.8,-1.6,-0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2016M07",-6.4,-4.3,-0.8,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2016M08",-2.3,-4.9,-0.2,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2016M09",-3.9,-3.9,0.5,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2016M10",-3.9,-1.3,1.5,0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2016M11",2.8,0.0,0.4,0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2016M12",-1.3,-3.8,-2.3,0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2017M01",2.1,0.0,2.9,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2017M02",-2.4,0.5,1.1,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2017M03",7.7,4.8,2.3,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2017M04",-4.5,0.3,-4.7,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2017M05",3.7,0.5,2.0,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2017M06",1.5,3.1,0.4,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2017M07",4.5,5.2,1.5,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2017M08",3.3,3.4,-1.3,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2017M09",5.7,5.7,2.3,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2017M10",3.8,3.6,-1.3,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2017M11",4.6,4.7,1.5,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2017M12",1.4,5.9,-0.7,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2018M01",3.5,3.3,0.8,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2018M02",0.1,0.1,-1.9,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2018M03",-1.7,-0.5,0.9,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2018M04",5.1,4.4,0.1,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2018M05",-0.2,1.2,-0.8,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2018M06",3.4,1.8,0.8,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2018M07",-0.1,-0.2,-0.3,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2018M08",0.9,0.8,0.0,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2018M09",-4.4,-2.2,-1.0,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2018M10",3.1,0.9,1.3,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2018M11",-1.1,-1.1,-0.7,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2018M12",-2.0,-0.8,0.3,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2019M01",-1.2,-1.2,0.7,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2019M02",0.6,0.6,0.0,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2019M03",-1.5,-0.5,-1.1,0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2019M04",2.7,1.5,2.3,0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2019M05",4.3,2.6,0.4,0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2019M06",-1.1,2.8,1.0,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2019M07",5.1,2.8,0.0,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2019M08",0.6,0.7,-2.4,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2019M09",3.0,3.4,1.8,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2019M10",3.6,3.0,0.4,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2019M11",2.6,2.6,-1.3,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2019M12",2.9,2.6,1.2,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2020M01",0.7,0.6,-1.1,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2020M02",4.8,1.3,0.6,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2020M03",-7.7,-7.2,-10.1,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2020M04",-28.3,-28.7,-21.0,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2020M05",5.2,7.6,51.2,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2020M06",6.9,5.0,-1.2,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2020M07",4.0,3.5,-1.1,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2020M08",1.9,4.7,-1.8,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2020M09",5.3,2.5,-0.3,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2020M10",6.4,6.5,4.1,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2020M11",4.0,6.8,-1.3,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2020M12",8.1,5.3,0.8,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2021M01",-4.5,-2.3,-8.2,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2021M02",-14.8,-11.8,-9.5,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2021M03",34.7,30.9,32.5,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2021M04",59.3,60.3,-2.6,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2021M05",-0.1,2.0,-4.1,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2021M06",0.2,-1.9,-4.8,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2021M07",-2.5,-2.4,-1.2,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2021M08",3.0,0.7,0.7,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2021M09",0.8,0.9,0.0,0.6
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2021M10",-3.7,-1.6,1.5,0.7
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2021M11",2.3,0.1,-0.1,0.7
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2021M12",0.0,-2.2,-0.7,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2022M01",7.8,7.0,0.7,0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2022M02",16.2,16.2,-2.2,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2022M03",-10.4,-10.2,1.9,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2022M04",-8.1,-8.7,-0.3,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2022M05",-2.3,-4.8,-0.5,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2022M06",-2.4,-0.7,-0.5,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2022M07",-1.3,0.8,0.7,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2022M08",2.2,1.6,1.0,0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2022M09",1.3,1.2,-0.4,-0.1
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2022M10",-2.2,-1.6,-1.3,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2022M11",0.4,-0.1,1.0,-0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2022M12",-1.8,-2.1,-1.9,-0.2
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2023M01",-2.1,-3.3,-0.6,0.0
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2023M02",1.3,1.3,2.3,0.3
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2023M03",0.2,0.1,0.3,0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2023M04",-4.0,-1.8,-1.7,0.5
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2023M05",1.4,1.5,2.5,0.4
"Veränderungen","Nominal","Übrige Warengruppen (ohne Treibstoffe)","2023M06",4.6,2.8,0.8,0.2
"Veränderungen","Nominal","Treibstoffe","2000M01",*,*,*,*
"Veränderungen","Nominal","Treibstoffe","2000M02",*,*,-1.2,0.0
"Veränderungen","Nominal","Treibstoffe","2000M03",*,*,1.8,-0.1
"Veränderungen","Nominal","Treibstoffe","2000M04",*,*,-2.3,0.0
"Veränderungen","Nominal","Treibstoffe","2000M05",*,*,0.1,0.0
"Veränderungen","Nominal","Treibstoffe","2000M06",*,*,1.9,-0.1
"Veränderungen","Nominal","Treibstoffe","2000M07",*,*,0.0,0.1
"Veränderungen","Nominal","Treibstoffe","2000M08",*,*,-1.7,0.2
"Veränderungen","Nominal","Treibstoffe","2000M09",*,*,0.6,0.4
"Veränderungen","Nominal","Treibstoffe","2000M10",*,*,0.6,0.6
"Veränderungen","Nominal","Treibstoffe","2000M11",*,*,2.7,0.5
"Veränderungen","Nominal","Treibstoffe","2000M12",*,*,0.2,0.3
"Veränderungen","Nominal","Treibstoffe","2001M01",1.3,0.8,-2.0,0.1
"Veränderungen","Nominal","Treibstoffe","2001M02",-1.0,3.8,2.8,-0.3
"Veränderungen","Nominal","Treibstoffe","2001M03",-2.7,-2.1,-4.3,-0.5
"Veränderungen","Nominal","Treibstoffe","2001M04",4.8,3.7,0.4,-0.4
"Veränderungen","Nominal","Treibstoffe","2001M05",2.0,3.4,1.9,-0.1
"Veränderungen","Nominal","Treibstoffe","2001M06",-1.8,-1.5,-0.8,0.0
"Veränderungen","Nominal","Treibstoffe","2001M07",0.9,-1.6,-1.3,-0.2
"Veränderungen","Nominal","Treibstoffe","2001M08",4.0,2.7,1.1,-0.5
"Veränderungen","Nominal","Treibstoffe","2001M09",-1.1,0.4,-0.3,-1.1
"Veränderungen","Nominal","Treibstoffe","2001M10",-1.5,-1.7,-2.4,-1.6
"Veränderungen","Nominal","Treibstoffe","2001M11",-9.4,-10.5,-5.4,-1.7
"Veränderungen","Nominal","Treibstoffe","2001M12",-10.5,-10.2,0.2,-1.6
"Veränderungen","Nominal","Treibstoffe","2002M01",-6.5,-7.3,1.0,-1.3
"Veränderungen","Nominal","Treibstoffe","2002M02",-13.0,-13.0,-3.9,-1.0
"Veränderungen","Nominal","Treibstoffe","2002M03",-9.1,-7.6,3.3,-0.6
"Veränderungen","Nominal","Treibstoffe","2002M04",-2.2,-4.1,-1.0,-0.4
"Veränderungen","Nominal","Treibstoffe","2002M05",-10.7,-10.1,-3.3,-0.3
"Veränderungen","Nominal","Treibstoffe","2002M06",-13.3,-12.6,1.1,-0.1
"Veränderungen","Nominal","Treibstoffe","2002M07",-8.9,-9.1,0.8,0.3
"Veränderungen","Nominal","Treibstoffe","2002M08",-9.9,-7.9,2.7,0.6
"Veränderungen","Nominal","Treibstoffe","2002M09",-8.3,-9.2,-2.2,0.9
"Veränderungen","Nominal","Treibstoffe","2002M10",-3.4,-4.4,1.5,1.1
"Veränderungen","Nominal","Treibstoffe","2002M11",-0.8,1.3,3.0,1.1
"Veränderungen","Nominal","Treibstoffe","2002M12",1.6,-1.3,-3.9,0.8
"Veränderungen","Nominal","Treibstoffe","2003M01",2.2,1.8,3.6,0.4
"Veränderungen","Nominal","Treibstoffe","2003M02",6.2,6.2,2.1,0.0
"Veränderungen","Nominal","Treibstoffe","2003M03",-0.5,0.5,-2.2,-0.5
"Veränderungen","Nominal","Treibstoffe","2003M04",5.6,5.9,0.0,-0.9
"Veränderungen","Nominal","Treibstoffe","2003M05",7.6,8.1,-3.1,-1.0
"Veränderungen","Nominal","Treibstoffe","2003M06",1.2,0.8,0.7,-1.0
"Veränderungen","Nominal","Treibstoffe","2003M07",2.7,1.6,0.5,-0.9
"Veränderungen","Nominal","Treibstoffe","2003M08",-7.0,-5.5,-3.3,-0.8
"Veränderungen","Nominal","Treibstoffe","2003M09",0.6,-1.6,0.6,-0.6
"Veränderungen","Nominal","Treibstoffe","2003M10",-7.6,-7.0,-5.7,-0.3
"Veränderungen","Nominal","Treibstoffe","2003M11",-7.8,-6.4,5.3,0.1
"Veränderungen","Nominal","Treibstoffe","2003M12",3.8,4.9,5.2,0.6
"Veränderungen","Nominal","Treibstoffe","2004M01",-5.1,-3.2,-3.6,1.2
"Veränderungen","Nominal","Treibstoffe","2004M02",-2.8,-5.2,2.6,1.5
"Veränderungen","Nominal","Treibstoffe","2004M03",-0.7,-3.5,0.6,1.6
"Veränderungen","Nominal","Treibstoffe","2004M04",2.6,1.6,2.1,1.5
"Veränderungen","Nominal","Treibstoffe","2004M05",10.8,13.6,3.0,1.1
"Veränderungen","Nominal","Treibstoffe","2004M06",7.0,4.4,-0.6,0.7
"Veränderungen","Nominal","Treibstoffe","2004M07",2.6,3.9,-1.4,0.5
"Veränderungen","Nominal","Treibstoffe","2004M08",10.8,7.3,1.9,0.6
"Veränderungen","Nominal","Treibstoffe","2004M09",9.3,10.3,0.4,0.7
"Veränderungen","Nominal","Treibstoffe","2004M10",16.3,19.1,0.5,0.8
"Veränderungen","Nominal","Treibstoffe","2004M11",15.2,11.5,2.3,0.8
"Veränderungen","Nominal","Treibstoffe","2004M12",14.6,9.9,1.2,0.6
"Veränderungen","Nominal","Treibstoffe","2005M01",15.4,14.9,-0.6,0.4
"Veränderungen","Nominal","Treibstoffe","2005M02",2.7,5.3,-2.4,0.4
"Veränderungen","Nominal","Treibstoffe","2005M03",7.7,7.1,2.9,0.4
"Veränderungen","Nominal","Treibstoffe","2005M04",6.0,7.7,1.6,0.6
"Veränderungen","Nominal","Treibstoffe","2005M05",13.8,11.1,0.2,1.1
"Veränderungen","Nominal","Treibstoffe","2005M06",1.0,1.4,-2.8,1.6
"Veränderungen","Nominal","Treibstoffe","2005M07",9.9,11.9,5.2,2.0
"Veränderungen","Nominal","Treibstoffe","2005M08",10.8,11.3,2.6,2.0
"Veränderungen","Nominal","Treibstoffe","2005M09",18.8,17.3,6.1,2.0
"Veränderungen","Nominal","Treibstoffe","2005M10",18.6,19.6,2.0,1.8
"Veränderungen","Nominal","Treibstoffe","2005M11",10.9,11.4,-2.5,1.3
"Veränderungen","Nominal","Treibstoffe","2005M12",11.1,13.0,-0.3,0.8
"Veränderungen","Nominal","Treibstoffe","2006M01",19.6,17.5,2.2,0.4
"Veränderungen","Nominal","Treibstoffe","2006M02",18.0,18.0,2.0,0.2
"Veränderungen","Nominal","Treibstoffe","2006M03",13.0,13.1,-2.7,0.2
"Veränderungen","Nominal","Treibstoffe","2006M04",8.8,11.1,-0.3,0.3
"Veränderungen","Nominal","Treibstoffe","2006M05",17.5,16.7,3.2,0.3
"Veränderungen","Nominal","Treibstoffe","2006M06",14.5,13.9,-2.7,0.0
"Veränderungen","Nominal","Treibstoffe","2006M07",14.2,15.2,2.6,-0.4
"Veränderungen","Nominal","Treibstoffe","2006M08",10.1,10.5,1.6,-0.7
"Veränderungen","Nominal","Treibstoffe","2006M09",-3.2,-1.1,-5.3,-0.9
"Veränderungen","Nominal","Treibstoffe","2006M10",-1.5,-4.0,-1.9,-0.9
"Veränderungen","Nominal","Treibstoffe","2006M11",-3.7,-3.3,0.3,-0.4
"Veränderungen","Nominal","Treibstoffe","2006M12",-3.1,0.9,2.1,0.2
"Veränderungen","Nominal","Treibstoffe","2007M01",-1.2,0.2,0.8,0.9
"Veränderungen","Nominal","Treibstoffe","2007M02",-3.6,-3.6,-2.0,1.3
"Veränderungen","Nominal","Treibstoffe","2007M03",2.1,2.5,5.1,1.2
"Veränderungen","Nominal","Treibstoffe","2007M04",4.2,3.3,0.7,0.9
"Veränderungen","Nominal","Treibstoffe","2007M05",0.3,0.5,-0.2,0.6
"Veränderungen","Nominal","Treibstoffe","2007M06",2.6,4.1,0.6,0.5
"Veränderungen","Nominal","Treibstoffe","2007M07",6.7,4.0,-1.0,0.7
"Veränderungen","Nominal","Treibstoffe","2007M08",1.0,-0.3,1.4,1.1
"Veränderungen","Nominal","Treibstoffe","2007M09",-2.0,-0.4,-6.0,1.7
"Veränderungen","Nominal","Treibstoffe","2007M10",14.1,13.8,11.4,2.3
"Veränderungen","Nominal","Treibstoffe","2007M11",16.5,15.0,3.6,2.4
"Veränderungen","Nominal","Treibstoffe","2007M12",15.5,15.9,0.0,2.1
"Veränderungen","Nominal","Treibstoffe","2008M01",22.6,21.7,8.1,1.5
"Veränderungen","Nominal","Treibstoffe","2008M02",27.1,22.1,-1.6,0.9
"Veränderungen","Nominal","Treibstoffe","2008M03",9.4,13.2,-3.5,0.4
"Veränderungen","Nominal","Treibstoffe","2008M04",16.3,13.4,0.4,0.1
"Veränderungen","Nominal","Treibstoffe","2008M05",11.6,12.0,0.8,-0.1
"Veränderungen","Nominal","Treibstoffe","2008M06",13.4,14.0,-0.6,-0.3
"Veränderungen","Nominal","Treibstoffe","2008M07",18.8,17.2,2.2,-0.4
"Veränderungen","Nominal","Treibstoffe","2008M08",5.6,9.6,-4.3,-0.5
"Veränderungen","Nominal","Treibstoffe","2008M09",22.7,18.7,0.4,-0.7
"Veränderungen","Nominal","Treibstoffe","2008M10",7.2,6.7,-0.1,-0.9
"Veränderungen","Nominal","Treibstoffe","2008M11",-18.5,-15.4,-14.2,-17.6
"Veränderungen","Nominal","Treibstoffe","2008M12",-15.6,-17.2,-4.8,-1.0
"Veränderungen","Nominal","Treibstoffe","2009M01",-27.7,-26.5,-1.7,-1.0
"Veränderungen","Nominal","Treibstoffe","2009M02",-27.9,-25.0,-1.4,-0.8
"Veränderungen","Nominal","Treibstoffe","2009M03",-19.3,-21.8,0.9,-0.6
"Veränderungen","Nominal","Treibstoffe","2009M04",-22.1,-21.4,-1.8,-0.1
"Veränderungen","Nominal","Treibstoffe","2009M05",-24.9,-23.6,0.9,0.4
"Veränderungen","Nominal","Treibstoffe","2009M06",-18.9,-20.1,2.3,0.8
"Veränderungen","Nominal","Treibstoffe","2009M07",-23.4,-22.9,-2.7,0.9
"Veränderungen","Nominal","Treibstoffe","2009M08",-15.4,-16.3,5.7,0.8
"Veränderungen","Nominal","Treibstoffe","2009M09",-16.7,-16.4,-1.8,0.5
